,Adword,Text,Score
6818,Desktops,this is all hands on deck k9 form of desk,0.4158
6819,Desktops, there's a couple of outlets back there if you guys need to plug your computers in,0.4136
6820,Desktops,right just do laptops and just like code,0.4126
6821,Desktops,  and by the way now during the pandemic everybody wants a home office,0.4107
6822,Desktops, tune.tune. tune.tune.  ooh new workroom,0.4049
6823,Desktops,somebody could use this as an office,0.4028
6824,Desktops,look at the windows,0.3970
6825,Desktops,is that a new computer didn't y'all just get new computers year before last couple years ago,0.3952
6826,Desktops,office warehouse,0.3946
6827,Desktops, you're at your desk,0.3927
6828,Desktops,kim: oh a desk this can be my study desk,0.3904
6829,Desktops,and what the heck are you doing to that mouse  all our patient files are missing,0.3894
6830,Desktops, sick furniture in here dave,0.3858
6831,Desktops,you got a computer in your room nope,0.3829
6832,Desktops,thinking about mac yeah,0.3792
6833,Desktops, my eightyearold son is visiting me this week and he asked specifically if i could arrange a tour of the microsoft complex,0.3790
6834,Desktops,you know say exactly what you need it for,0.3775
6835,Desktops, and for your files,0.3772
6836,Desktops,emails um spreadsheets all that,0.3763
6837,Desktops, i see you put in the ipads,0.3751
6838,Desktops,drawers and stuff in there,0.3745
6839,Desktops,hey what kind of boy wouldn't want to spend a day at microsoft stay out of this,0.3737
6840,Desktops,d a laptop you'll receive a phone an at we control,0.3725
6841,Desktops,joe laughs keyboard clacking monitor beeps  well look at that,0.3721
6842,Desktops,i know this desktop environment is supposed to be better but,0.3714
6843,Desktops,american couches,0.3698
6844,Desktops,all new furnishings,0.3689
6845,Desktops,but a lot of couples right now need separate office spaces you need a zoom space,0.3683
6846,Desktops, i'm gonna send you to the workroom to clean up your space,0.3681
6847,Desktops, the graphic designers are here,0.3680
6848,Desktops, ugh i hate working through a computer screen,0.3672
6849,Desktops, guys what are we doing  i'm in my office,0.3656
6850,Laptops, wait that computer,0.5399
6851,Laptops,d a laptop you'll receive a phone an at we control,0.5331
6852,Laptops,i'm opening a store computers,0.5139
6853,Laptops,computron is just one of the many modern devices that i have incorporated into the office,0.5051
6854,Laptops,right just do laptops and just like code,0.4866
6855,Laptops, i see you put in the ipads,0.4856
6856,Laptops,paint artwork get all the computers phones,0.4823
6857,Laptops,which one of us is going to get this computer just kidding,0.4647
6858,Laptops,grab the computers get the hard drives all the usb drives,0.4537
6859,Laptops, i need my laptop,0.4519
6860,Laptops, before ipads  before ipads,0.4487
6861,Laptops,is that a new computer didn't y'all just get new computers year before last couple years ago,0.4463
6862,Laptops,flatscreen tv ferrari i'm lying i can really only afford a medium froyo,0.4408
6863,Laptops,american couches,0.4374
6864,Laptops,you can leave your laptop out here,0.4365
6865,Laptops, anything in the store,0.4311
6866,Laptops,what are they called portable what it's adventurous,0.4280
6867,Laptops,there must be thousands in use across the country,0.4186
6868,Laptops,you guys are gonna have access to everything you see here topoftheline sewing and embroidery machines from brother and pilot frixion erasable pens for sketching,0.4151
6869,Laptops, cell phone charger  yeah,0.4144
6870,Laptops,a computer is a great big thing with a green screen,0.4091
6871,Laptops,  and by the way now during the pandemic everybody wants a home office,0.4049
6872,Laptops, people like all those gadgets in the doors,0.4037
6873,Laptops,there's a bunch of electronic candles in the upper pantry,0.4036
6874,Laptops,it's all over the tech news,0.3972
6875,Laptops,one of my deputies knows something about electronics,0.3938
6876,Laptops,receptionists love them,0.3892
6877,Laptops,which is very hightech,0.3888
6878,Laptops, yeah those things,0.3884
6879,Laptops, the laptop on the corner of the bed i mean had everybody freaking out,0.3879
6880,Laptops,and the most important  the price  the most important thing,0.3859
6881,Laptops,you know say exactly what you need it for,0.3834
6882,Laptops,our first night because of our environment because of the screens because of this very expensive model we've sold,0.3814
6883,Laptops, they want something modern,0.3808
6884,Laptops,  very large ones,0.3808
6885,Laptops,and that price needs to be at tops $1300000,0.3762
6886,Laptops,you know a lot of people put them in their living rooms,0.3761
6887,Laptops, grunts  even a tv where they can watch their shows in syndication,0.3750
6888,Laptops, ooh hand warmers,0.3746
6889,Laptops,mcdonald'’s or burger king hyundai or honda hmm,0.3737
6890,Laptops,timber real estate electronics,0.3714
6891,Laptops, there's a couple of outlets back there if you guys need to plug your computers in,0.3698
6892,Laptops, those things are addictive,0.3698
6893,Laptops, god microphones,0.3696
6894,Laptops,i need like a printer to catch on fire,0.3695
6895,Laptops,i need like a printer to catch on fire,0.3695
6896,Laptops,make it personal or you wanna keep it professional  wallets phones,0.3680
6897,Laptops,things people take for granted,0.3667
6898,Laptops,hey what kind of boy wouldn't want to spend a day at microsoft stay out of this,0.3645
6899,Laptops,"com a feature in ""elle"" magazine $50000 supplied by pilot frixion erasable pens and a careerchanging mentorship with the cfda",0.3630
6900,Cameras and Camcorders,security cameras digitally enhanced for your viewing pleasure,0.5763
6901,Cameras and Camcorders, taking pictures,0.5587
6902,Cameras and Camcorders,cameras are flashing,0.5269
6903,Cameras and Camcorders, we're getting new security cameras,0.5226
6904,Cameras and Camcorders, do you notice any cameras  what cameras  i have one right there,0.5090
6905,Cameras and Camcorders,hey i've got a camera right here,0.5062
6906,Cameras and Camcorders,tune. e camera guy,0.5004
6907,Cameras and Camcorders,these are professional filmmakers,0.4969
6908,Cameras and Camcorders,usually it's over which one gets to hold the camcorder,0.4968
6909,Cameras and Camcorders,usually it's over which one gets to hold the camcorder,0.4968
6910,Cameras and Camcorders, under the lights a camera,0.4946
6911,Cameras and Camcorders,what's with the camera  relax,0.4893
6912,Cameras and Camcorders,we've got like seven cameras recording it,0.4737
6913,Cameras and Camcorders, everybody get your cameras out,0.4722
6914,Cameras and Camcorders, so what is this this is a whole  it's a camera car,0.4679
6915,Cameras and Camcorders, he's good with a camera,0.4623
6916,Cameras and Camcorders,cameras clicking hey guys,0.4577
6917,Cameras and Camcorders, get a thermal imaging camera,0.4528
6918,Cameras and Camcorders,there's the camera,0.4485
6919,Cameras and Camcorders, see us do what our acts  what else would i be referring to  those news cameras,0.4471
6920,Cameras and Camcorders, were the cameras on  yeah,0.4442
6921,Cameras and Camcorders,cameras have been out since march,0.4413
6922,Cameras and Camcorders,sure do you have a camera here no uh,0.4375
6923,Cameras and Camcorders,i forgot we were recording,0.4344
6924,Cameras and Camcorders,camera shutters clicking let's retire into the forum where we can talk in private,0.4260
6925,Cameras and Camcorders, camera shutter clicking   david  hey could you come in my office please i just need to do the procedures and the protocol and i want you to be there for the whole thing,0.4258
6926,Cameras and Camcorders,i take phone pictures all the time of models and clothing,0.4210
6927,Cameras and Camcorders,camera shutters clicking upbeat pop music all: tune. gonna be famous 5eva tune. tune. 'cause 4eva's too short tune.  tune. it's too short tune. all: tune. gonna be famous 3gether tune. tune. 'cause that's one more than 2gether tune. tune. gonna be famous 5eva tune. tune. 'cause 4eva's too short tune. so what are you waiting 5 tune. girls5eva tune. rapid piano notes mellow music mechanical whirring  oh yeah,0.4197
6928,Cameras and Camcorders,everything is technology,0.4154
6929,Cameras and Camcorders,i would do it myself if there weren't cameras,0.4147
6930,Cameras and Camcorders, camera shutter clicks  now you are,0.4124
6931,Cameras and Camcorders,don't you want to record this or something  it doesn't matter,0.4108
6932,Cameras and Camcorders,we're doing a shoot okay okay,0.4075
6933,Cameras and Camcorders, what ino i filmed it,0.4037
6934,Cameras and Camcorders,camera shutter clicks  put the camera down son,0.4027
6935,Cameras and Camcorders, camera shutter clicking   oh they're starting,0.4024
6936,Cameras and Camcorders,camera shutters snapping reporters shouting what's this for in about 30 seconds we'll know if you're all gonna die,0.4024
6937,Cameras and Camcorders,they want to take photos with y'all,0.4020
6938,Cameras and Camcorders,we took pictures,0.4006
6939,Cameras and Camcorders, full security cameras with database plus 24hour armed response,0.3971
6940,Cameras and Camcorders,camera shutter snapping  what are you doing  well you know we're thinking about updating our place,0.3965
6941,Cameras and Camcorders,tadah a great new camera even though it's last year's model,0.3957
6942,Cameras and Camcorders,little problem with your equipment request,0.3942
6943,Cameras and Camcorders, god microphones,0.3927
6944,Cameras and Camcorders,i sometimes watch you on your webcam,0.3926
6945,Cameras and Camcorders,"""  camera shutter clicks  tune.tune.  ahh",0.3913
6946,Cameras and Camcorders,who takes the photos i do,0.3902
6947,Cameras and Camcorders,indistinct chatter on film  bruce: say goodbye to the camera,0.3888
6948,Cameras and Camcorders, little photo shoot,0.3872
6949,Cameras and Camcorders,who set it to record electrical zapping girls scream ah grunts ah eee uh phoebe i'm okay,0.3851
6950,Smartphones,the phone internet tv that's all us,0.5798
6951,Smartphones,  those guys had a cell phone,0.5458
6952,Smartphones,paint artwork get all the computers phones,0.5319
6953,Smartphones, where's your cell phone  at home,0.5160
6954,Smartphones, before ipads  before ipads,0.5081
6955,Smartphones, wait that computer,0.4905
6956,Smartphones,let's get straight to the phones,0.4898
6957,Smartphones, cell phone charger  yeah,0.4896
6958,Smartphones,actually there's no phone in here,0.4870
6959,Smartphones,cell phone vibrates we can take them all down if we work together,0.4820
6960,Smartphones,where's your phone  right over there on the table,0.4816
6961,Smartphones, i see you put in the ipads,0.4801
6962,Smartphones,i'm checking out some art to purchase on my phone,0.4767
6963,Smartphones, cellphone chimes and buzzes   ooh this is nice,0.4673
6964,Smartphones,things people take for granted,0.4664
6965,Smartphones,think iphones are for pussies,0.4643
6966,Smartphones, cell phone chimes  oh god,0.4617
6967,Smartphones,phone rings i got my daughter a cell phone,0.4592
6968,Smartphones,d a laptop you'll receive a phone an at we control,0.4585
6969,Smartphones,i don't have a cell phone,0.4493
6970,Smartphones,cell phone chimes  oh it's the owners,0.4475
6971,Smartphones,there must be thousands in use across the country,0.4459
6972,Smartphones,if somebody's cell phone goes,0.4448
6973,Smartphones,cell phone rings  yeah,0.4441
6974,Smartphones, taking pictures,0.4440
6975,Smartphones, cellphone dings  thank you,0.4425
6976,Smartphones,make it personal or you wanna keep it professional  wallets phones,0.4420
6977,Smartphones,cell phone vibrates oh uh sorry,0.4407
6978,Smartphones,everything is technology,0.4384
6979,Smartphones,sighs my god no one even uses landlines anymore,0.4383
6980,Smartphones, i already have a phone,0.4370
6981,Smartphones,  it's your phone,0.4367
6982,Smartphones,she has a cell phone,0.4350
6983,Smartphones,i have been texting photos to clients,0.4348
6984,Smartphones, like talking to someone in  take it everywhere with him,0.4315
6985,Smartphones, her phone is useless,0.4313
6986,Smartphones,laughs what is that by the way you can make phone calls text message emails whatever it may be,0.4293
6987,Smartphones, anything in the store,0.4293
6988,Smartphones,computron is just one of the many modern devices that i have incorporated into the office,0.4286
6989,Smartphones, gideon'’s phone,0.4285
6990,Smartphones,where don't tell me apple,0.4277
6991,Smartphones,everyday kind of wearable basics,0.4263
6992,Smartphones,  you date girls you find on your phone,0.4241
6993,Smartphones,cell phone rings oh excuse me,0.4233
6994,Smartphones,cell phone rings oh excuse me,0.4233
