,Unnamed: 0,Adword,Text,Score,Length of Sentence,Editorial Relevance,Clarity of Sentence,Tier1 Parent
7028,7028,Tablets and E-readers,"""cousin robert please buy a wireless for downton",0.3153,48,,,Technology & Computing
7029,7029,Tablets and E-readers, book club  book club,0.3142,21,,,Technology & Computing
7030,7030,Tablets and E-readers,i can't waste my time learning a whole new gadget,0.3129,49,,,Technology & Computing
7031,7031,Tablets and E-readers,you canyou can read,0.3109,19,,,Technology & Computing
7032,7032,Tablets and E-readers,the truth is these days i hold a book more often than a 12bore,0.3107,62,,,Technology & Computing
7033,7033,Tablets and E-readers,i don't really read,0.3089,19,,,Technology & Computing
7034,7034,Tablets and E-readers,i could do a cool coffee table book,0.3069,35,,,Technology & Computing
7035,7035,Tablets and E-readers,you know i do have text books in the budget,0.3063,43,,,Technology & Computing
7036,7036,Tablets and E-readers, dad can i have my ipad  no you cannot have your ipad on a school night,0.3058,71,,,Technology & Computing
7037,7037,Tablets and E-readers,when you bring your buyers back you're gonna be able on this ipad show different viewpoints in the building,0.3058,107,,,Technology & Computing
7038,7038,Tablets and E-readers,you know i've got a halffinished book in the typewriter and a very anxious publisher,0.3038,84,,,Technology & Computing
7039,7039,Tablets and E-readers,definitely not a book guy in school but i had the coolest elective,0.3037,66,,,Technology & Computing
7040,7040,Tablets and E-readers,typing on keyboard  309b,0.3032,24,,,Technology & Computing
7041,7041,Tablets and E-readers,"i want you to build huge monitors behind the windows a wall of tvs that me on an ipad i can show different views so when i'm in the model i can say ""mr",0.3031,151,,,Technology & Computing
7042,7042,Tablets and E-readers,i need like a printer to catch on fire,0.303,38,,,Technology & Computing
7043,7043,Tablets and E-readers,i need like a printer to catch on fire,0.303,38,,,Technology & Computing
7044,7044,Tablets and E-readers,just trying to organize some books,0.3015,34,,,Technology & Computing
7045,7045,Tablets and E-readers,what are they called portable what it's adventurous,0.2967,51,,,Technology & Computing
7046,7046,Tablets and E-readers,i mean if you're talking boot times then it's android all day and if you're talking net speed chrome on android has better html5 compliance and runs javascript so much faster than safari,0.2954,186,,,Technology & Computing
7047,7047,Tablets and E-readers,the phone internet tv that's all us,0.2937,35,,,Technology & Computing
7048,7048,Tablets and E-readers, i write books for a living,0.2936,27,,,Technology & Computing
7049,7049,Tablets and E-readers,woman: what are all these pages luke: oh i'm writing a book but i'm having a little trouble,0.2923,91,,,Technology & Computing
7050,7050,Africa Travel,i didn't go to africa,0.6448,21,,,Travel
7051,7051,Africa Travel, like go to kenya,0.5646,17,,,Travel
7052,7052,Africa Travel,what are you doing in kenya  wait,0.5103,33,,,Travel
7053,7053,Africa Travel, crash the trip laughs so how about this if i win the challenge i'll buy you a ticket to nigeria,0.5001,96,,,Travel
7054,7054,Africa Travel, itinerary requests,0.4795,19,,,Travel
7055,7055,Africa Travel,i know i know but i met a guy in africa at he paints,0.4721,52,,,Travel
7056,7056,Africa Travel,i don't mind the traveling,0.4614,26,,,Travel
7057,7057,Africa Travel,  grew up in a village in west africa,0.4614,37,,,Travel
7058,7058,Africa Travel,cheers  traveling in style,0.4451,26,,,Travel
7059,7059,Africa Travel,not only am i cooking something that's supertraditional to africa but i'm doing it in honor of muhammad ali one of my heroes,0.4429,124,,,Travel
7060,7060,Africa Travel, where's the most exotic place you've ever traveled to  it's tahiti,0.4408,67,,,Travel
7061,7061,Africa Travel,it's a long trip,0.4375,16,,,Travel
7062,7062,Africa Travel, in africa this fufu is literally the equivalent of having rice,0.4347,63,,,Travel
7063,7063,Africa Travel,laughing you know the congo,0.4335,27,,,Travel
7064,7064,Africa Travel, it's from south africa,0.4316,23,,,Travel
7065,7065,Africa Travel,i travel travel light,0.4312,21,,,Travel
7066,7066,Africa Travel,because of that i have planned a trip,0.4257,37,,,Travel
7067,7067,Africa Travel, yo i've seen the way this guy likes to travel,0.4238,46,,,Travel
7068,7068,Africa Travel, that's not too short of a trip to go to asia,0.4178,45,,,Travel
7069,7069,Africa Travel, so when are you going to south africa  laughs mockingly  he likes you a lot too,0.4168,80,,,Travel
7070,7070,Africa Travel, to head to monaco,0.4155,18,,,Travel
7071,7071,Africa Travel,i was going to paris,0.4148,20,,,Travel
7072,7072,Africa Travel,so you travel with your best friends wow,0.4135,40,,,Travel
7073,7073,Africa Travel, the fucking congo can wait,0.4085,27,,,Travel
7074,7074,Africa Travel,here is passing out your full itinerary,0.4043,39,,,Travel
7075,7075,Africa Travel, it's better traveled than me,0.3999,29,,,Travel
7076,7076,Africa Travel,your traveling game is on point,0.3985,31,,,Travel
7077,7077,Africa Travel,the travel was really really rough,0.398,34,,,Travel
7078,7078,Africa Travel, we're on this trip to see the world,0.3977,36,,,Travel
7079,7079,Africa Travel,where do you want to go  all over,0.3977,33,,,Travel
7080,7080,Africa Travel, what demands do you mean  travel speaking engagements press,0.3971,60,,,Travel
7081,7081,Africa Travel,he always seems to be in north africa,0.3964,37,,,Travel
7082,7082,Africa Travel,to the island to visit my sister,0.3941,32,,,Travel
7083,7083,Africa Travel,maybe i'll go backpack through europe,0.3927,37,,,Travel
7084,7084,Africa Travel,kind of going to unknown territories,0.3907,36,,,Travel
7085,7085,Africa Travel,trip with my class,0.3899,18,,,Travel
7086,7086,Africa Travel,she specializes in luxury travel,0.3881,32,,,Travel
7087,7087,Africa Travel,we've got tahitian food and music,0.3865,33,,,Travel
7088,7088,Africa Travel,you got that if i were you i'd take a long trip,0.3861,47,,,Travel
7089,7089,Africa Travel,think about the africans,0.386,24,,,Travel
7090,7090,Africa Travel, international outreach,0.3841,23,,,Travel
7091,7091,Africa Travel,i'd like to go on an adventure,0.3834,30,,,Travel
7092,7092,Africa Travel,so i didn't get to travel,0.3764,25,,,Travel
7093,7093,Africa Travel,we've been to egypt,0.3764,19,,,Travel
7094,7094,Africa Travel, avoid the airports,0.3751,19,,,Travel
7095,7095,Africa Travel,what's new in the travel business you went out in that storm yeah,0.3738,65,,,Travel
7096,7096,Africa Travel, i have been trying to ship my project to the congo for the last 302 days and counting,0.3729,86,,,Travel
7097,7097,Africa Travel,i'd really like to climb kilimanjaro,0.3687,36,,,Travel
7098,7098,Africa Travel, what  the reason we're going to switzerland,0.3676,44,,,Travel
7099,7099,Africa Travel,was it a productive trip you should have the answer to that yourself very shortly,0.3647,81,,,Travel
7100,7100,Asia Travel,asia looks amazing,0.6261,18,,,Travel
7101,7101,Asia Travel, that's not too short of a trip to go to asia,0.615,45,,,Travel
7102,7102,Asia Travel,narrator: embark on a journey across asia,0.5614,41,,,Travel
7103,7103,Asia Travel, you know how many countries do you think you can go through  well i'm gonna fly into singapore and then go to hong kong do the rest of china bali thailand,0.5358,155,,,Travel
7104,7104,Asia Travel,primarily singapore rangoon and malayan,0.5208,39,,,Travel
7105,7105,Asia Travel, i'd like to choose asia as my model for this,0.519,45,,,Travel
7106,7106,Asia Travel, itinerary requests,0.4989,19,,,Travel
7107,7107,Asia Travel,i spent a lot of time in asia so in singapore i feel like it's destiny for me,0.482,77,,,Travel
7108,7108,Asia Travel, laughs  but southeast asian food i've traveled in vietnam i've,0.4808,63,,,Travel
7109,7109,Asia Travel, oh man i've been trying to get to thailand for about three years now so i know i will spend that 10 gs on an amazing trip just eating my way across the country,0.4614,160,,,Travel
7110,7110,Asia Travel,talk to me about the asian market,0.4599,33,,,Travel
7111,7111,Asia Travel,that's south asia and it's coming out in north asia,0.4576,51,,,Travel
7112,7112,Asia Travel,cruise to the far east huh who told you that  never mind that,0.4555,61,,,Travel
7113,7113,Asia Travel,cheers  traveling in style,0.4497,26,,,Travel
7114,7114,Asia Travel,doing a traditional dish from my travels in southeast asia,0.4493,58,,,Travel
7115,7115,Asia Travel,i don't mind the traveling,0.4469,26,,,Travel
7116,7116,Asia Travel, yo i've seen the way this guy likes to travel,0.4402,46,,,Travel
7117,7117,Asia Travel,gasps a trip to japan i don't care if you don't believe me,0.4395,58,,,Travel
7118,7118,Asia Travel,so you travel with your best friends wow,0.4354,40,,,Travel
7119,7119,Asia Travel,just the trip from when we left los angeles tokyo and here,0.4321,58,,,Travel
7120,7120,Asia Travel,where do you want to go  all over,0.4289,33,,,Travel
7121,7121,Asia Travel,here is passing out your full itinerary,0.425,39,,,Travel
7122,7122,Asia Travel,it's a long trip,0.424,16,,,Travel
7123,7123,Asia Travel, we travel a lot to different parts of the world mainly wartorn places so we really were looking for a place that's peaceful,0.4221,124,,,Travel
7124,7124,Asia Travel,because of that i have planned a trip,0.4188,37,,,Travel
7125,7125,Asia Travel,what's happening  i'm just throwing everything on asia seeing like what i have to fix,0.4143,85,,,Travel
7126,7126,Asia Travel, avoid the airports,0.4133,19,,,Travel
7127,7127,Asia Travel, wawawawa  laughs   have you been to thailand before  no i've never,0.4118,67,,,Travel
7128,7128,Asia Travel,i particularly loved the look on asia,0.4101,37,,,Travel
7129,7129,Asia Travel,  super far east,0.4082,16,,,Travel
7130,7130,Asia Travel,she specializes in luxury travel,0.4081,32,,,Travel
7131,7131,Asia Travel,pacific  pacific ocean,0.408,22,,,Travel
7132,7132,Asia Travel,to the island to visit my sister,0.4067,32,,,Travel
7133,7133,Asia Travel,it's japan it's london it's new york,0.4059,36,,,Travel
7134,7134,Asia Travel, we're on this trip to see the world,0.4034,36,,,Travel
7135,7135,Asia Travel,maybe i'll go backpack through europe,0.4029,37,,,Travel
7136,7136,Asia Travel,trip with my class,0.4021,18,,,Travel
7137,7137,Asia Travel,i travel travel light,0.4013,21,,,Travel
7138,7138,Asia Travel, tokyo's got great food,0.4012,23,,,Travel
7139,7139,Asia Travel,it's fashion it's travel it's restaurateurs hotels,0.3971,50,,,Travel
7140,7140,Asia Travel,going to hawaii baby,0.3949,20,,,Travel
7141,7141,Asia Travel,kind of going to unknown territories,0.3948,36,,,Travel
7142,7142,Asia Travel, i was thinking i could do philippines,0.3942,38,,,Travel
7143,7143,Asia Travel,i love my maps so my favorite country is india,0.3935,46,,,Travel
7144,7144,Asia Travel, where's the most exotic place you've ever traveled to  it's tahiti,0.391,67,,,Travel
7145,7145,Asia Travel,you got that if i were you i'd take a long trip,0.3905,47,,,Travel
7146,7146,Asia Travel, international outreach,0.3898,23,,,Travel
7147,7147,Asia Travel, it's better traveled than me,0.3885,29,,,Travel
7148,7148,Asia Travel,how the hell did you know that charlie that one of the stops on your trip oh trip around the world's pricey,0.387,107,,,Travel
7149,7149,Asia Travel,where did you read that trip advisor,0.3862,36,,,Travel
7150,7150,Australia and Oceania Travel,ever surf kirra point obviously you're australian,0.5112,49,,,Travel
7151,7151,Australia and Oceania Travel, if you find something in new zealand i'd love to come over,0.4772,59,,,Travel
7152,7152,Australia and Oceania Travel,are you still keen to go to new zealand for school holidays because i need to get our plane tickets,0.4427,99,,,Travel
7153,7153,Australia and Oceania Travel, so in between charter seasons i went home to australia,0.4342,55,,,Travel
7154,7154,Australia and Oceania Travel, i can't go to fiji with you,0.4089,28,,,Travel
7155,7155,Australia and Oceania Travel, itinerary requests,0.4078,19,,,Travel
7156,7156,Australia and Oceania Travel, that's not too short of a trip to go to asia,0.3997,45,,,Travel
7157,7157,Australia and Oceania Travel,to the island to visit my sister,0.3939,32,,,Travel
7158,7158,Australia and Oceania Travel, where's the most exotic place you've ever traveled to  it's tahiti,0.39,67,,,Travel
7159,7159,Australia and Oceania Travel, you know how many countries do you think you can go through  well i'm gonna fly into singapore and then go to hong kong do the rest of china bali thailand,0.3852,155,,,Travel
7160,7160,Australia and Oceania Travel,cacacaca if i was in the outback would i  would i survive no,0.3837,60,,,Travel
7161,7161,Australia and Oceania Travel,like fiji let me go or i'll kill you,0.3797,36,,,Travel
7162,7162,Australia and Oceania Travel,we've got tahitian food and music,0.3769,33,,,Travel
7163,7163,Australia and Oceania Travel,going to hawaii baby,0.3711,20,,,Travel
7164,7164,Australia and Oceania Travel,here is passing out your full itinerary,0.3662,39,,,Travel
7165,7165,Australia and Oceania Travel, why does it matter  you could have had fiji,0.3661,44,,,Travel
7166,7166,Australia and Oceania Travel, i'm always a sucker for an australian accent,0.3625,45,,,Travel
7167,7167,Australia and Oceania Travel,cheers  traveling in style,0.3617,26,,,Travel
7168,7168,Australia and Oceania Travel,kind of going to unknown territories,0.3595,36,,,Travel
